Day,base2mid,Z.Totale
2020-03-13,Modena,0.547213600287388
2020-03-13,Parma,0.498194477880934
2020-03-13,Piacenza,0.482794306064183
2020-03-13,Ravenna,0.507289908791352
2020-03-13,Reggio nell'Emilia,0.565676445265235
2020-03-13,Rimini,0.431388206493228
2020-03-14,Bologna,0.1887904299969
2020-03-14,Ferrara,0.230032634950856
2020-03-14,Forli'-Cesena,0.182225930982419
2020-03-14,Modena,0.182717938247707
2020-03-14,Parma,0.203173715089465
2020-03-14,Piacenza,0.206665859588592
2020-03-14,Ravenna,0.194874275236947
2020-03-14,Reggio nell'Emilia,0.19105979342514
2020-03-14,Rimini,0.189888656865692
2020-03-15,Bologna,0.078627344209322
2020-03-15,Ferrara,0.0936476738365079
2020-03-15,Forli'-Cesena,0.0738123568062337
2020-03-15,Modena,0.0798391452783815
2020-03-15,Parma,0.0958336815266134
2020-03-15,Piacenza,0.093277644946178
2020-03-15,Ravenna,0.0823230074775991
2020-03-15,Reggio nell'Emilia,0.0727458481422368
2020-03-15,Rimini,0.0824207254144843
2020-03-16,Bologna,0.454526260294995
2020-03-16,Ferrara,0.507429717227588
2020-03-16,Forli'-Cesena,0.427069970032485
2020-03-16,Modena,0.465467664944577
2020-03-16,Parma,0.447557983787154
2020-03-16,Piacenza,0.417705073494547
2020-03-16,Ravenna,0.436484569791124
2020-03-16,Reggio nell'Emilia,0.490810202446207
2020-03-16,Rimini,0.373514248488295
2020-03-17,Bologna,0.427389014046227
2020-03-17,Ferrara,0.497466209284958
2020-03-17,Forli'-Cesena,0.406334254691494
2020-03-17,Modena,0.442485133085056
2020-03-17,Parma,0.423641467429626
2020-03-17,Piacenza,0.395076823744237
2020-03-17,Ravenna,0.414833870576831
2020-03-17,Reggio nell'Emilia,0.459508167293075
2020-03-17,Rimini,0.34875011884674
2020-03-18,Bologna,0.422063329469906
2020-03-18,Ferrara,0.488525792006215
2020-03-18,Forli'-Cesena,0.395689444338719
2020-03-18,Modena,0.431980213628716
2020-03-18,Parma,0.391764829783389
2020-03-18,Piacenza,0.382563885273852
2020-03-18,Ravenna,0.404305229056924
2020-03-18,Reggio nell'Emilia,0.446817838162881
2020-03-18,Rimini,0.338392555744975
2020-03-19,Bologna,0.409334264901343
2020-03-19,Ferrara,0.480015537847516
2020-03-19,Forli'-Cesena,0.38150678681876
2020-03-19,Modena,0.416756647791737
2020-03-19,Parma,0.379282360479295
2020-03-19,Piacenza,0.371735116975878
2020-03-19,Ravenna,0.367576364318393
2020-03-19,Reggio nell'Emilia,0.424801267610864
2020-03-19,Rimini,0.319107976324168
2020-03-20,Bologna,0.412257172466054
2020-03-20,Ferrara,0.474841954376722
2020-03-20,Forli'-Cesena,0.387756090085035
2020-03-20,Modena,0.409551265981449
2020-03-20,Parma,0.403747737388109
2020-03-20,Piacenza,0.374894222329833
2020-03-20,Ravenna,0.397777651137665
2020-03-20,Reggio nell'Emilia,0.435414891515025
2020-03-20,Rimini,0.323763572037553
2020-03-21,Bologna,0.160293494639209
2020-03-21,Ferrara,0.199956094638622
2020-03-21,Forli'-Cesena,0.153748941473842
2020-03-21,Modena,0.141475914434799
2020-03-21,Parma,0.176631213220096
2020-03-21,Piacenza,0.172488524358625
2020-03-21,Ravenna,0.164403253792912
2020-03-21,Reggio nell'Emilia,0.15738396478082
2020-03-21,Rimini,0.149378402742927
2020-03-22,Bologna,0.0579295403516676
2020-03-22,Ferrara,0.0664195109407784
2020-03-22,Forli'-Cesena,0.054631150069005
2020-03-22,Modena,0.057045535015106
2020-03-22,Parma,0.0559509103298833
2020-03-22,Piacenza,0.0559892255077026
2020-03-22,Ravenna,0.0596113520725734
2020-03-22,Reggio nell'Emilia,0.0517894749286159
2020-03-22,Rimini,0.0514339700148652
2020-03-23,Bologna,0.316948902203193
2020-03-23,Ferrara,0.397540479101869
2020-03-23,Forli'-Cesena,0.305648553746655
2020-03-23,Modena,0.312124838150274
2020-03-23,Parma,0.338239422967571
2020-03-23,Piacenza,0.294952735490249
2020-03-23,Ravenna,0.32926505644792
2020-03-23,Reggio nell'Emilia,0.319431050272552
2020-03-23,Rimini,0.222407057760594
2020-03-24,Bologna,0.32168661311079
2020-03-24,Ferrara,0.401400321151989
2020-03-24,Forli'-Cesena,0.300274778314684
2020-03-24,Modena,0.31800337526135
2020-03-24,Parma,0.347044197919037
2020-03-24,Piacenza,0.287879906782482
2020-03-24,Ravenna,0.312208837008754
2020-03-24,Reggio nell'Emilia,0.336047604710871
2020-03-24,Rimini,0.217180254321245
2020-03-25,Bologna,0.300197306237547
2020-03-25,Ferrara,0.380740865359627
2020-03-25,Forli'-Cesena,0.276193295892606
2020-03-25,Modena,0.301479325878124
2020-03-25,Parma,0.319611030125127
2020-03-25,Piacenza,0.263347961623438
2020-03-25,Ravenna,0.299989858507
2020-03-25,Reggio nell'Emilia,0.319148525157649
2020-03-25,Rimini,0.201813250012136
2020-03-26,Bologna,0.252984151357658
2020-03-26,Ferrara,0.33818959456613
2020-03-26,Forli'-Cesena,0.252442369897766
2020-03-26,Modena,0.225607534120894
2020-03-26,Parma,0.288891272203756
2020-03-26,Piacenza,0.25622025160659
2020-03-26,Ravenna,0.258522655526803
2020-03-26,Reggio nell'Emilia,0.23702400825268
2020-03-26,Rimini,0.196075898074359
2020-03-27,Bologna,0.275516546133589
2020-03-27,Ferrara,0.346397571937772
2020-03-27,Forli'-Cesena,0.265302801708777
2020-03-27,Modena,0.23968438980392
2020-03-27,Parma,0.303099201324766
2020-03-27,Piacenza,0.267700735449896
2020-03-27,Ravenna,0.273708714900947
2020-03-27,Reggio nell'Emilia,0.252656093733918
2020-03-27,Rimini,0.210624002811734
2020-03-28,Bologna,0.130388814632363
2020-03-28,Ferrara,0.172844192045607
2020-03-28,Forli'-Cesena,0.129788067477918
2020-03-28,Modena,0.110536707905503
2020-03-28,Parma,0.142716889694834
2020-03-28,Piacenza,0.14536343734552
2020-03-28,Ravenna,0.134858321227229
2020-03-28,Reggio nell'Emilia,0.112622666164152
2020-03-28,Rimini,0.131200854224651
2020-03-29,Bologna,0.0504074349070871
2020-03-29,Ferrara,0.0645012159459896
2020-03-29,Forli'-Cesena,0.0499095535340141
2020-03-29,Modena,0.0465054673548134
2020-03-29,Parma,0.0468996411188577
2020-03-29,Piacenza,0.052586584344703
2020-03-29,Ravenna,0.0536592080194748
2020-03-29,Reggio nell'Emilia,0.0451690668237431
2020-03-29,Rimini,0.0512924318172813
2020-03-30,Bologna,0.290857570653596
2020-03-30,Ferrara,0.362325233409655
2020-03-30,Forli'-Cesena,0.283179650652044
2020-03-30,Modena,0.257706631380627
2020-03-30,Parma,0.315177420043183
2020-03-30,Piacenza,0.282220271783542
2020-03-30,Ravenna,0.30252536397977
2020-03-30,Reggio nell'Emilia,0.267292059737871
2020-03-30,Rimini,0.23124814017396
2020-03-31,Bologna,0.288367162950974
2020-03-31,Ferrara,0.356895877272889
2020-03-31,Forli'-Cesena,0.281366057280988
2020-03-31,Modena,0.252315775599393
2020-03-31,Parma,0.311795518802026
2020-03-31,Piacenza,0.282813675937976
2020-03-31,Ravenna,0.295548228352573
2020-03-31,Reggio nell'Emilia,0.257939604645594
2020-03-31,Rimini,0.229615395966117
