Day,base2mid,Z.Totale
2020-01-26,Piacenza,0.816332031919938
2020-01-26,Ravenna,0.804996014142028
2020-01-26,Reggio nell'Emilia,0.741022599567723
2020-01-26,Rimini,0.838735139139705
2020-01-27,Bologna,1.06540546093016
2020-01-27,Ferrara,1.07986056970284
2020-01-27,Forli'-Cesena,1.05472068671653
2020-01-27,Modena,1.10269142202914
2020-01-27,Parma,1.05120599249778
2020-01-27,Piacenza,1.12019611997216
2020-01-27,Ravenna,1.05398804626055
2020-01-27,Reggio nell'Emilia,1.07753331245663
2020-01-27,Rimini,1.05322616770686
2020-01-28,Bologna,1.09412005961714
2020-01-28,Ferrara,1.09304448803066
2020-01-28,Forli'-Cesena,1.07887810777729
2020-01-28,Modena,1.11999751895031
2020-01-28,Parma,1.09212403958466
2020-01-28,Piacenza,1.13381697486961
2020-01-28,Ravenna,1.08847811361355
2020-01-28,Reggio nell'Emilia,1.09909842535081
2020-01-28,Rimini,1.06520131020958
2020-01-29,Bologna,1.12141277967254
2020-01-29,Ferrara,1.11395971648899
2020-01-29,Forli'-Cesena,1.01315991645961
2020-01-29,Modena,1.15321696521103
2020-01-29,Parma,1.16173401848427
2020-01-29,Piacenza,1.12309796918979
2020-01-29,Ravenna,1.10857334315837
2020-01-29,Reggio nell'Emilia,1.10823534581935
2020-01-29,Rimini,1.07115096944373
2020-01-30,Bologna,1.14205687439699
2020-01-30,Ferrara,1.11492467700152
2020-01-30,Forli'-Cesena,1.01963256866321
2020-01-30,Modena,1.16404700555393
2020-01-30,Parma,1.11047307226627
2020-01-30,Piacenza,1.1677644946178
2020-01-30,Ravenna,1.10653235116433
2020-01-30,Reggio nell'Emilia,1.1323519226378
2020-01-30,Rimini,1.09055686731961
2020-01-31,Bologna,1.17048879343555
2020-01-31,Ferrara,1.13913007202668
2020-01-31,Forli'-Cesena,1.04534896530649
2020-01-31,Modena,1.00692135330923
2020-01-31,Parma,1.14130457425197
2020-01-31,Piacenza,1.20982415786447
2020-01-31,Ravenna,1.12778743959564
2020-01-31,Reggio nell'Emilia,1.15278402244233
2020-01-31,Rimini,1.12110384331959
2020-02-01,Bologna,0.936407430168046
2020-02-01,Ferrara,0.908271988926548
2020-02-01,Forli'-Cesena,0.872298208669263
2020-02-01,Modena,0.883155740141058
2020-02-01,Parma,0.974851930656622
2020-02-01,Piacenza,0.962662752338004
2020-02-01,Ravenna,0.985592336574865
2020-02-01,Reggio nell'Emilia,0.954844596837818
2020-02-01,Rimini,0.997849347902153
2020-02-02,Bologna,0.737463147199732
2020-02-02,Ferrara,0.734672104913297
2020-02-02,Forli'-Cesena,0.743166787067072
2020-02-02,Modena,0.712071857401669
2020-02-02,Parma,0.757959988375137
2020-02-02,Piacenza,0.787059713689053
2020-02-02,Ravenna,0.802892084068878
2020-02-02,Reggio nell'Emilia,0.74111289109929
2020-02-02,Rimini,0.838386348581373
2020-02-03,Bologna,1.06959194652333
2020-02-03,Ferrara,1.03164742216715
2020-02-03,Forli'-Cesena,0.952342000826785
2020-02-03,Modena,1.0985615080647
2020-02-03,Parma,1.05712514131733
2020-02-03,Piacenza,1.11780535294533
2020-02-03,Ravenna,1.05990422569701
2020-02-03,Reggio nell'Emilia,1.04351379346635
2020-02-03,Rimini,1.04259058314555
2020-02-04,Bologna,1.10379335718623
2020-02-04,Ferrara,1.10982084971236
2020-02-04,Forli'-Cesena,0.924762874046242
2020-02-04,Modena,1.12136829890446
2020-02-04,Parma,1.09098687940056
2020-02-04,Piacenza,1.13481855876033
2020-02-04,Ravenna,1.1006970921153
2020-02-04,Reggio nell'Emilia,1.09802075223211
2020-02-04,Rimini,1.07030679519386
2020-02-05,Bologna,1.11835701267307
2020-02-05,Ferrara,1.11026263886267
2020-02-05,Forli'-Cesena,1.01051546504172
2020-02-05,Modena,1.15028209018099
2020-02-05,Parma,1.09680085733603
2020-02-05,Piacenza,1.15144073524813
2020-02-05,Ravenna,1.11001192782377
2020-02-05,Reggio nell'Emilia,1.11229846473985
2020-02-05,Rimini,1.0924322484376
2020-02-06,Bologna,1.12537029475049
2020-02-06,Ferrara,1.13959511323753
2020-02-06,Forli'-Cesena,1.02676633372128
2020-02-06,Modena,1.15026890960451
2020-02-06,Parma,1.10062973483453
2020-02-06,Piacenza,1.15158822876628
2020-02-06,Ravenna,1.10726962580535
2020-02-06,Reggio nell'Emilia,1.12637811840415
2020-02-06,Rimini,1.09020807676128
2020-02-07,Bologna,1.16122820815315
2020-02-07,Ferrara,1.16673026789109
2020-02-07,Forli'-Cesena,1.16509079758365
2020-02-07,Modena,1.1870690791429
2020-02-07,Parma,1.13952981558314
2020-02-07,Piacenza,1.19123997457704
2020-02-07,Ravenna,1.13684153183351
2020-02-07,Reggio nell'Emilia,1.16848309841473
2020-02-07,Rimini,1.13127942873875
2020-02-08,Bologna,0.93567811667511
2020-02-08,Ferrara,0.926989897663578
2020-02-08,Forli'-Cesena,0.984392573332518
2020-02-08,Modena,0.960727826264495
2020-02-08,Parma,1.00402041803783
2020-02-08,Piacenza,1.01133218324708
2020-02-08,Ravenna,0.98534058425842
2020-02-08,Reggio nell'Emilia,0.951093129332725
2020-02-08,Rimini,1.00261615219935
2020-02-09,Bologna,0.751198551316687
2020-02-09,Ferrara,0.839236621174694
2020-02-09,Forli'-Cesena,0.863980694243385
2020-02-09,Modena,0.778642555687936
2020-02-09,Parma,0.789754461268188
2020-02-09,Piacenza,0.825411458490966
2020-02-09,Ravenna,0.842066542738592
2020-02-09,Reggio nell'Emilia,0.777849893926725
2020-02-09,Rimini,0.854557087655334
2020-02-10,Bologna,1.10738621551771
2020-02-10,Ferrara,1.09835758386471
2020-02-10,Forli'-Cesena,1.07485782690549
2020-02-10,Modena,1.12151767877126
2020-02-10,Parma,1.09763565122841
2020-02-10,Piacenza,1.1156478314821
2020-02-10,Ravenna,1.07940603906736
2020-02-10,Reggio nell'Emilia,1.09161879138103
2020-02-10,Rimini,1.0581092355235
2020-02-11,Bologna,1.14101378649431
2020-02-11,Ferrara,1.12667859360596
2020-02-11,Forli'-Cesena,1.09065753073166
2020-02-11,Modena,1.14106886721991
2020-02-11,Parma,1.11051908452805
2020-02-11,Piacenza,1.16445789574569
2020-02-11,Ravenna,1.10442842109118
2020-02-11,Reggio nell'Emilia,1.11580818395075
2020-02-11,Rimini,1.07619074026484
2020-02-12,Bologna,1.15961693415713
2020-02-12,Ferrara,1.13888592539098
2020-02-12,Forli'-Cesena,1.1164185971624
2020-02-12,Modena,1.15764563890906
2020-02-12,Parma,1.17842332315151
2020-02-12,Piacenza,1.19165844455878
2020-02-12,Ravenna,1.126052146843
2020-02-12,Reggio nell'Emilia,1.14112185171997
2020-02-12,Rimini,1.09409026732358
2020-02-13,Bologna,1.16065154167037
2020-02-13,Ferrara,1.15415090313739
2020-02-13,Forli'-Cesena,1.12096598152628
2020-02-13,Modena,1.16490374302528
2020-02-13,Parma,1.19443887684262
2020-02-13,Piacenza,1.19306820818579
2020-02-13,Ravenna,1.13560974371376
2020-02-13,Reggio nell'Emilia,1.14963838198775
2020-02-13,Rimini,1.11581132571708
2020-02-14,Bologna,1.20608664156167
2020-02-14,Ferrara,1.21786154902492
2020-02-14,Forli'-Cesena,1.20620040298717
2020-02-14,Modena,1.22138251325165
2020-02-14,Parma,1.26028899663642
2020-02-14,Piacenza,1.27702289075189
2020-02-14,Ravenna,1.20028311557772
2020-02-14,Reggio nell'Emilia,1.24318040869083
2020-02-14,Rimini,1.18461910948537
2020-02-15,Bologna,0.957385086877641
2020-02-15,Ferrara,0.960542621026975
2020-02-15,Forli'-Cesena,1.0354054706169
2020-02-15,Modena,0.976799342521832
2020-02-15,Parma,1.0305629199072
2020-02-15,Piacenza,1.0545169133299
2020-02-15,Ravenna,1.02393960906197
2020-02-15,Reggio nell'Emilia,1.00348260605175
2020-02-15,Rimini,1.05915055226287
2020-02-16,Bologna,0.79283726352964
2020-02-16,Ferrara,0.862477055687317
2020-02-16,Forli'-Cesena,0.918017736139113
2020-02-16,Modena,0.787354916742692
2020-02-16,Parma,0.846868824503192
2020-02-16,Piacenza,0.863224680447525
2020-02-16,Ravenna,0.889216155147125
2020-02-16,Reggio nell'Emilia,0.866702586248437
2020-02-16,Rimini,0.892979653363736
2020-02-17,Bologna,1.11450974265801
2020-02-17,Ferrara,1.10978597162154
2020-02-17,Forli'-Cesena,1.08154489408892
2020-02-17,Modena,1.12262924072126
2020-02-17,Parma,1.14015755429749
2020-02-17,Piacenza,1.13919877324133
2020-02-17,Ravenna,1.08764193627678
2020-02-17,Reggio nell'Emilia,1.10230523103645
2020-02-17,Rimini,1.0885500578753
2020-02-18,Bologna,1.13268604405172
2020-02-18,Ferrara,1.13007339444522
2020-02-18,Forli'-Cesena,1.09333771797953
2020-02-18,Modena,1.13627553090587
2020-02-18,Parma,1.16934576121946
2020-02-18,Piacenza,1.17448059481654
2020-02-18,Ravenna,1.10978714896981
2020-02-18,Reggio nell'Emilia,1.13006259541808
2020-02-18,Rimini,1.08919708963568
2020-02-19,Bologna,1.1524820998309
2020-02-19,Ferrara,1.1335844555872
2020-02-19,Forli'-Cesena,1.10843610614251
2020-02-19,Modena,1.1610286535395
2020-02-19,Parma,1.1263473025819
2020-02-19,Piacenza,1.19250567476771
2020-02-19,Ravenna,1.12156556091778
2020-02-19,Reggio nell'Emilia,1.17382777455747
2020-02-19,Rimini,1.09513663899858
2020-02-20,Bologna,1.1597837151497
2020-02-20,Ferrara,1.16077774039211
2020-02-20,Forli'-Cesena,1.12338708400686
2020-02-20,Modena,1.16880958718951
2020-02-20,Parma,1.1372390622643
2020-02-20,Piacenza,1.20141016716605
2020-02-20,Ravenna,1.14024917925968
2020-02-20,Reggio nell'Emilia,1.18683849299322
2020-02-20,Rimini,1.11221221154995
2020-02-21,Bologna,1.19501407973287
2020-02-21,Ferrara,1.18319272675546
2020-02-21,Forli'-Cesena,1.17501642435825
2020-02-21,Modena,1.2000519469779
2020-02-21,Parma,1.22094193963046
2020-02-21,Piacenza,1.2238326120073
2020-02-21,Ravenna,1.18031376219111
2020-02-21,Reggio nell'Emilia,1.22098034244562
2020-02-21,Rimini,1.15951124422111
2020-02-22,Bologna,0.949662278882679
2020-02-22,Ferrara,0.958833594577072
2020-02-22,Forli'-Cesena,0.996766104460167
2020-02-22,Modena,0.960178635577736
2020-02-22,Parma,0.997342066898832
2020-02-22,Piacenza,0.860329691393521
2020-02-22,Ravenna,1.01012919627412
2020-02-22,Reggio nell'Emilia,0.962300929767195
2020-02-22,Rimini,1.02125369985978
2020-02-23,Bologna,0.750432489469456
2020-02-23,Ferrara,0.831586693256082
2020-02-23,Forli'-Cesena,0.846005571767696
2020-02-23,Modena,0.7255511936175
2020-02-23,Parma,0.7509299720925
2020-02-23,Piacenza,0.577354801610121
2020-02-23,Ravenna,0.844026614345201
2020-02-23,Reggio nell'Emilia,0.743373092018507
2020-02-23,Rimini,0.843304800947414
2020-02-24,Bologna,1.03064717135986
2020-02-24,Ferrara,1.02749692936024
2020-02-24,Forli'-Cesena,1.00238109674445
2020-02-24,Modena,1.01590171941912
2020-02-24,Parma,1.03355700351332
2020-02-24,Piacenza,0.921652694127498
2020-02-24,Ravenna,1.00621804421506
2020-02-24,Reggio nell'Emilia,1.0164700234471
2020-02-24,Rimini,0.995150012276803
2020-02-25,Bologna,1.05100575963941
2020-02-25,Ferrara,1.0283688816306
2020-02-25,Forli'-Cesena,1.00293946908775
2020-02-25,Modena,1.01532177405391
2020-02-25,Parma,0.958297376184604
2020-02-25,Piacenza,0.909904663902424
2020-02-25,Ravenna,1.02305847595441
2020-02-25,Reggio nell'Emilia,1.0235244134295
2020-02-25,Rimini,0.98552035990547
2020-02-26,Bologna,1.04409989582839
2020-02-26,Ferrara,1.02729928684563
2020-02-26,Forli'-Cesena,0.987309510453946
2020-02-26,Modena,1.0246008998974
2020-02-26,Parma,0.958169199169633
2020-02-26,Piacenza,0.928375654489876
2020-02-26,Ravenna,1.00484239762877
2020-02-26,Reggio nell'Emilia,1.03262638233743
2020-02-26,Rimini,0.958860629403416
2020-02-27,Bologna,1.05777876401566
2020-02-27,Ferrara,1.05467858813488
2020-02-27,Forli'-Cesena,1.01681837205295
2020-02-27,Modena,1.03666112737864
2020-02-27,Parma,1.01308483360937
2020-02-27,Piacenza,0.938737931660664
2020-02-27,Ravenna,1.04215568738762
2020-02-27,Reggio nell'Emilia,1.05351285242984
2020-02-27,Rimini,0.992870236308577
2020-02-28,Bologna,1.10293401105502
2020-02-28,Ferrara,1.08888236919348
2020-02-28,Forli'-Cesena,1.07326311549301
2020-02-28,Modena,1.07548671216981
2020-02-28,Parma,1.02415406915865
2020-02-28,Piacenza,0.999011329358474
2020-02-28,Ravenna,1.0560919763337
2020-02-28,Reggio nell'Emilia,1.09136247993658
2020-02-28,Rimini,1.03855168957878
2020-02-29,Bologna,0.849749157146979
2020-02-29,Ferrara,0.826064328877144
2020-02-29,Forli'-Cesena,0.890358203741134
2020-02-29,Modena,0.800280668746269
2020-02-29,Parma,0.806259716888293
2020-02-29,Piacenza,0.775949678682041
2020-02-29,Ravenna,0.845537128243873
2020-02-29,Reggio nell'Emilia,0.825398579501758
2020-02-29,Rimini,0.878097922874914
2020-03-01,Bologna,0.623249262050228
2020-03-01,Ferrara,0.630502873681129
2020-03-01,Forli'-Cesena,0.689710452408381
2020-03-01,Modena,0.571558125050073
2020-03-01,Parma,0.565385526446732
2020-03-01,Piacenza,0.534643422818115
2020-03-01,Ravenna,0.623086983202012
2020-03-01,Reggio nell'Emilia,0.579260951820944
2020-03-01,Rimini,0.68579300677904
2020-03-02,Bologna,1.03859329627708
2020-03-02,Ferrara,1.03026392456484
2020-03-02,Forli'-Cesena,0.994072516276061
2020-03-02,Modena,1.02327844872368
2020-03-02,Parma,0.964150793201611
2020-03-02,Piacenza,0.941938197996429
2020-03-02,Ravenna,0.943001239324822
2020-03-02,Reggio nell'Emilia,1.02006712155951
2020-03-02,Rimini,0.984969371922018
2020-03-03,Bologna,1.06102957997255
2020-03-03,Ferrara,1.0463659764908
2020-03-03,Forli'-Cesena,1.01374955765415
2020-03-03,Modena,1.03445997110611
2020-03-03,Parma,0.975335059405358
2020-03-03,Piacenza,0.962137949819921
2020-03-03,Ravenna,0.964409177376828
2020-03-03,Reggio nell'Emilia,1.00841077609726
2020-03-03,Rimini,1.00008868438536
2020-03-04,Bologna,1.03990492984577
2020-03-04,Ferrara,1.05417866883321
2020-03-04,Forli'-Cesena,0.999968928221367
2020-03-04,Modena,1.05963487218717
2020-03-04,Parma,0.984353462715109
2020-03-04,Piacenza,0.996092329731747
2020-03-04,Ravenna,0.960911618409071
2020-03-04,Reggio nell'Emilia,1.06440608881885
2020-03-04,Rimini,0.98758782857732
2020-03-05,Bologna,1.0509887988605
2020-03-05,Ferrara,1.06164258026748
2020-03-05,Forli'-Cesena,1.01276682232993
2020-03-05,Modena,1.0494550736174
2020-03-05,Parma,0.971680371183622
2020-03-05,Piacenza,0.955565913057514
2020-03-05,Ravenna,0.952064322716852
2020-03-05,Reggio nell'Emilia,1.04132640829839
2020-03-05,Rimini,1.00001791528656
2020-03-06,Bologna,1.06794957776598
2020-03-06,Ferrara,1.05970103321215
2020-03-06,Forli'-Cesena,1.03853235573941
2020-03-06,Modena,1.05444172505317
2020-03-06,Parma,1.00018168076896
2020-03-06,Piacenza,0.983757755515874
2020-03-06,Ravenna,0.971305392616596
2020-03-06,Reggio nell'Emilia,1.05161381763689
2020-03-06,Rimini,1.01337305521573
2020-03-07,Bologna,0.785337772456934
2020-03-07,Ferrara,0.806951135110885
2020-03-07,Forli'-Cesena,0.785031311878741
2020-03-07,Modena,0.765461979205702
2020-03-07,Parma,0.79168040308288
2020-03-07,Piacenza,0.763230935302604
2020-03-07,Ravenna,0.763492846545195
2020-03-07,Reggio nell'Emilia,0.776134354826958
2020-03-07,Rimini,0.800246859268139
2020-03-08,Bologna,0.560669641481975
2020-03-08,Ferrara,0.667566658186503
2020-03-08,Forli'-Cesena,0.650070483012441
2020-03-08,Modena,0.447717821948503
2020-03-08,Parma,0.428508907408395
2020-03-08,Piacenza,0.425999011329358
2020-03-08,Ravenna,0.658440201354253
2020-03-08,Reggio nell'Emilia,0.458532436226145
2020-03-08,Rimini,0.485637775652888
2020-03-09,Bologna,0.907503436116624
2020-03-09,Ferrara,0.925490139758562
2020-03-09,Forli'-Cesena,0.836169284568027
2020-03-09,Modena,0.797613798771364
2020-03-09,Parma,0.712312538094842
2020-03-09,Piacenza,0.735804001089555
2020-03-09,Ravenna,0.902415169452183
2020-03-09,Reggio nell'Emilia,0.797676166680737
2020-03-09,Rimini,0.707059120966022
2020-03-10,Bologna,0.773196681557094
2020-03-10,Ferrara,0.816914643053515
2020-03-10,Forli'-Cesena,0.689746188238353
2020-03-10,Modena,0.729905177382131
2020-03-10,Parma,0.646610314856784
2020-03-10,Piacenza,0.663473865803093
2020-03-10,Ravenna,0.730099699999564
2020-03-10,Reggio nell'Emilia,0.726080807408463
2020-03-10,Rimini,0.618997087390693
2020-03-11,Bologna,0.691021707760043
2020-03-11,Ferrara,0.721871845584434
2020-03-11,Forli'-Cesena,0.601545692889825
2020-03-11,Modena,0.681488526437394
2020-03-11,Parma,0.607772679320586
2020-03-11,Piacenza,0.607333716695419
2020-03-11,Ravenna,0.621945106623849
2020-03-11,Reggio nell'Emilia,0.672424336617452
2020-03-11,Rimini,0.554723580880717
2020-03-12,Bologna,0.599343044182954
2020-03-12,Ferrara,0.63701345063314
2020-03-12,Forli'-Cesena,0.523445036487005
2020-03-12,Modena,0.59801593557541
2020-03-12,Parma,0.534189212956879
2020-03-12,Piacenza,0.525186687247158
2020-03-12,Ravenna,0.564563560782648
2020-03-12,Reggio nell'Emilia,0.610228034518264
2020-03-12,Rimini,0.47261120653954
2020-03-13,Bologna,0.535415041691715
2020-03-13,Ferrara,0.575662888890713
2020-03-13,Forli'-Cesena,0.488026362006454
