Stazione,Data inizio,Data fine,Strumento,NO2 (Biossido di azoto),Unità di misura,F1,F2,F3,F4
SAN FRANCESCO,16/03/2020 9.00.00,16/03/2020 10.00.00,API 200E,44,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 10.00.00,16/03/2020 11.00.00,API 200E,52,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 11.00.00,16/03/2020 12.00.00,API 200E,47,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 12.00.00,16/03/2020 13.00.00,API 200E,42,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 13.00.00,16/03/2020 14.00.00,API 200E,38,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 14.00.00,16/03/2020 15.00.00,API 200E,35,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 15.00.00,16/03/2020 16.00.00,API 200E,35,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 16.00.00,16/03/2020 17.00.00,API 200E,48,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 17.00.00,16/03/2020 18.00.00,API 200E,53,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 18.00.00,16/03/2020 19.00.00,API 200E,56,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 19.00.00,16/03/2020 20.00.00,API 200E,21,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 20.00.00,16/03/2020 21.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 21.00.00,16/03/2020 22.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 22.00.00,16/03/2020 23.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,16/03/2020 23.00.00,17/03/2020,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020,17/03/2020 1.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 1.00.00,17/03/2020 2.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 2.00.00,17/03/2020 3.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 3.00.00,17/03/2020 4.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 4.00.00,17/03/2020 5.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 5.00.00,17/03/2020 6.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 6.00.00,17/03/2020 7.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 7.00.00,17/03/2020 8.00.00,API 200E,30,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 8.00.00,17/03/2020 9.00.00,API 200E,37,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 9.00.00,17/03/2020 10.00.00,API 200E,45,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 10.00.00,17/03/2020 11.00.00,API 200E,54,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 11.00.00,17/03/2020 12.00.00,API 200E,53,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 12.00.00,17/03/2020 13.00.00,API 200E,58,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 13.00.00,17/03/2020 14.00.00,API 200E,54,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 14.00.00,17/03/2020 15.00.00,API 200E,57,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 15.00.00,17/03/2020 16.00.00,API 200E,47,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 16.00.00,17/03/2020 17.00.00,API 200E,61,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 17.00.00,17/03/2020 18.00.00,API 200E,74,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 18.00.00,17/03/2020 19.00.00,API 200E,40,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 19.00.00,17/03/2020 20.00.00,API 200E,23,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 20.00.00,17/03/2020 21.00.00,API 200E,18,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 21.00.00,17/03/2020 22.00.00,API 200E,14,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 22.00.00,17/03/2020 23.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,17/03/2020 23.00.00,18/03/2020,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020,18/03/2020 1.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 1.00.00,18/03/2020 2.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 2.00.00,18/03/2020 3.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 3.00.00,18/03/2020 4.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 4.00.00,18/03/2020 5.00.00,API 200E,10,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 5.00.00,18/03/2020 6.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 6.00.00,18/03/2020 7.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 7.00.00,18/03/2020 8.00.00,API 200E,24,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 8.00.00,18/03/2020 9.00.00,API 200E,41,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 9.00.00,18/03/2020 10.00.00,API 200E,47,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 10.00.00,18/03/2020 11.00.00,API 200E,60,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 11.00.00,18/03/2020 12.00.00,API 200E,55,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 12.00.00,18/03/2020 13.00.00,API 200E,48,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 13.00.00,18/03/2020 14.00.00,API 200E,50,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 14.00.00,18/03/2020 15.00.00,API 200E,45,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 15.00.00,18/03/2020 16.00.00,API 200E,38,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 16.00.00,18/03/2020 17.00.00,API 200E,46,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 17.00.00,18/03/2020 18.00.00,API 200E,70,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 18.00.00,18/03/2020 19.00.00,API 200E,51,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 19.00.00,18/03/2020 20.00.00,API 200E,21,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 20.00.00,18/03/2020 21.00.00,API 200E,18,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 21.00.00,18/03/2020 22.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 22.00.00,18/03/2020 23.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,18/03/2020 23.00.00,19/03/2020,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,19/03/2020,19/03/2020 1.00.00,API 200E,11,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 1.00.00,19/03/2020 2.00.00,API 200E,11,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 2.00.00,19/03/2020 3.00.00,API 200E,11,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 3.00.00,19/03/2020 4.00.00,API 200E,12,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 4.00.00,19/03/2020 5.00.00,API 200E,13,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 5.00.00,19/03/2020 6.00.00,API 200E,19,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 6.00.00,19/03/2020 7.00.00,API 200E,20,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 7.00.00,19/03/2020 8.00.00,API 200E,18,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 8.00.00,19/03/2020 9.00.00,API 200E,18,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 9.00.00,19/03/2020 10.00.00,API 200E,22,ug/m3,,,1,-3
SAN FRANCESCO,19/03/2020 10.00.00,19/03/2020 11.00.00,API 200E,49,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 9.00.00,20/03/2020 10.00.00,API 200E,,ug/m3,,,-1,-1
SAN FRANCESCO,20/03/2020 10.00.00,20/03/2020 11.00.00,API 200E,38,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 11.00.00,20/03/2020 12.00.00,API 200E,53,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 12.00.00,20/03/2020 13.00.00,API 200E,62,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 13.00.00,20/03/2020 14.00.00,API 200E,55,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 14.00.00,20/03/2020 15.00.00,API 200E,46,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 15.00.00,20/03/2020 16.00.00,API 200E,48,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 16.00.00,20/03/2020 17.00.00,API 200E,54,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 17.00.00,20/03/2020 18.00.00,API 200E,68,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 18.00.00,20/03/2020 19.00.00,API 200E,64,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 19.00.00,20/03/2020 20.00.00,API 200E,29,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 20.00.00,20/03/2020 21.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 21.00.00,20/03/2020 22.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 22.00.00,20/03/2020 23.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,20/03/2020 23.00.00,21/03/2020,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020,21/03/2020 1.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 1.00.00,21/03/2020 2.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 2.00.00,21/03/2020 3.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 3.00.00,21/03/2020 4.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 4.00.00,21/03/2020 5.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 5.00.00,21/03/2020 6.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 6.00.00,21/03/2020 7.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 7.00.00,21/03/2020 8.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 8.00.00,21/03/2020 9.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 9.00.00,21/03/2020 10.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 10.00.00,21/03/2020 11.00.00,API 200E,25,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 11.00.00,21/03/2020 12.00.00,API 200E,27,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 12.00.00,21/03/2020 13.00.00,API 200E,22,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 13.00.00,21/03/2020 14.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 14.00.00,21/03/2020 15.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 15.00.00,21/03/2020 16.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 16.00.00,21/03/2020 17.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 17.00.00,21/03/2020 18.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 18.00.00,21/03/2020 19.00.00,API 200E,19,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 19.00.00,21/03/2020 20.00.00,API 200E,22,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 20.00.00,21/03/2020 21.00.00,API 200E,28,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 21.00.00,21/03/2020 22.00.00,API 200E,29,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 22.00.00,21/03/2020 23.00.00,API 200E,24,ug/m3,,,1,1
SAN FRANCESCO,21/03/2020 23.00.00,22/03/2020,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020,22/03/2020 1.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 1.00.00,22/03/2020 2.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 2.00.00,22/03/2020 3.00.00,API 200E,10,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 3.00.00,22/03/2020 4.00.00,API 200E,10,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 4.00.00,22/03/2020 5.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 5.00.00,22/03/2020 6.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 6.00.00,22/03/2020 7.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 7.00.00,22/03/2020 8.00.00,API 200E,14,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 8.00.00,22/03/2020 9.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 9.00.00,22/03/2020 10.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 10.00.00,22/03/2020 11.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 11.00.00,22/03/2020 12.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 12.00.00,22/03/2020 13.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 13.00.00,22/03/2020 14.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 14.00.00,22/03/2020 15.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 15.00.00,22/03/2020 16.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 16.00.00,22/03/2020 17.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 17.00.00,22/03/2020 18.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 18.00.00,22/03/2020 19.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 19.00.00,22/03/2020 20.00.00,API 200E,19,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 20.00.00,22/03/2020 21.00.00,API 200E,19,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 21.00.00,22/03/2020 22.00.00,API 200E,17,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 22.00.00,22/03/2020 23.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,22/03/2020 23.00.00,23/03/2020,API 200E,10,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020,23/03/2020 1.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 1.00.00,23/03/2020 2.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 2.00.00,23/03/2020 3.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 3.00.00,23/03/2020 4.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 4.00.00,23/03/2020 5.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 5.00.00,23/03/2020 6.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 6.00.00,23/03/2020 7.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 7.00.00,23/03/2020 8.00.00,API 200E,22,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 8.00.00,23/03/2020 9.00.00,API 200E,24,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 9.00.00,23/03/2020 10.00.00,API 200E,21,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 10.00.00,23/03/2020 11.00.00,API 200E,19,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 11.00.00,23/03/2020 12.00.00,API 200E,17,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 12.00.00,23/03/2020 13.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 13.00.00,23/03/2020 14.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 14.00.00,23/03/2020 15.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 15.00.00,23/03/2020 16.00.00,API 200E,17,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 16.00.00,23/03/2020 17.00.00,API 200E,21,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 17.00.00,23/03/2020 18.00.00,API 200E,30,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 18.00.00,23/03/2020 19.00.00,API 200E,33,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 19.00.00,23/03/2020 20.00.00,API 200E,27,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 20.00.00,23/03/2020 21.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 21.00.00,23/03/2020 22.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 22.00.00,23/03/2020 23.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,23/03/2020 23.00.00,24/03/2020,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020,24/03/2020 1.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 1.00.00,24/03/2020 2.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 2.00.00,24/03/2020 3.00.00,API 200E,4,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 3.00.00,24/03/2020 4.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 4.00.00,24/03/2020 5.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 5.00.00,24/03/2020 6.00.00,API 200E,10,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 6.00.00,24/03/2020 7.00.00,API 200E,18,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 7.00.00,24/03/2020 8.00.00,API 200E,23,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 8.00.00,24/03/2020 9.00.00,API 200E,17,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 9.00.00,24/03/2020 10.00.00,API 200E,24,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 10.00.00,24/03/2020 11.00.00,API 200E,28,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 11.00.00,24/03/2020 12.00.00,API 200E,31,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 12.00.00,24/03/2020 13.00.00,API 200E,36,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 13.00.00,24/03/2020 14.00.00,API 200E,26,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 14.00.00,24/03/2020 15.00.00,API 200E,27,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 15.00.00,24/03/2020 16.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 16.00.00,24/03/2020 17.00.00,API 200E,27,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 17.00.00,24/03/2020 18.00.00,API 200E,26,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 18.00.00,24/03/2020 19.00.00,API 200E,24,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 19.00.00,24/03/2020 20.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 20.00.00,24/03/2020 21.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 21.00.00,24/03/2020 22.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 22.00.00,24/03/2020 23.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,24/03/2020 23.00.00,25/03/2020,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020,25/03/2020 1.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 1.00.00,25/03/2020 2.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 2.00.00,25/03/2020 3.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 3.00.00,25/03/2020 4.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 4.00.00,25/03/2020 5.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 5.00.00,25/03/2020 6.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 6.00.00,25/03/2020 7.00.00,API 200E,29,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 7.00.00,25/03/2020 8.00.00,API 200E,51,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 8.00.00,25/03/2020 9.00.00,API 200E,42,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 9.00.00,25/03/2020 10.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 10.00.00,25/03/2020 11.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 11.00.00,25/03/2020 12.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 12.00.00,25/03/2020 13.00.00,API 200E,18,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 13.00.00,25/03/2020 14.00.00,API 200E,16,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 14.00.00,25/03/2020 15.00.00,API 200E,19,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 15.00.00,25/03/2020 16.00.00,API 200E,17,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 16.00.00,25/03/2020 17.00.00,API 200E,22,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 17.00.00,25/03/2020 18.00.00,API 200E,21,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 18.00.00,25/03/2020 19.00.00,API 200E,23,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 19.00.00,25/03/2020 20.00.00,API 200E,29,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 20.00.00,25/03/2020 21.00.00,API 200E,17,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 21.00.00,25/03/2020 22.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 22.00.00,25/03/2020 23.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,25/03/2020 23.00.00,26/03/2020,API 200E,4,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020,26/03/2020 1.00.00,API 200E,4,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 1.00.00,26/03/2020 2.00.00,API 200E,3,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 2.00.00,26/03/2020 3.00.00,API 200E,3,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 3.00.00,26/03/2020 4.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 4.00.00,26/03/2020 5.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 5.00.00,26/03/2020 6.00.00,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 6.00.00,26/03/2020 7.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 7.00.00,26/03/2020 8.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 8.00.00,26/03/2020 9.00.00,API 200E,27,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 9.00.00,26/03/2020 10.00.00,API 200E,24,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 10.00.00,26/03/2020 11.00.00,API 200E,23,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 11.00.00,26/03/2020 12.00.00,API 200E,22,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 12.00.00,26/03/2020 13.00.00,API 200E,28,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 13.00.00,26/03/2020 14.00.00,API 200E,19,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 14.00.00,26/03/2020 15.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 15.00.00,26/03/2020 16.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 16.00.00,26/03/2020 17.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 17.00.00,26/03/2020 18.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 18.00.00,26/03/2020 19.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 19.00.00,26/03/2020 20.00.00,API 200E,15,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 20.00.00,26/03/2020 21.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 21.00.00,26/03/2020 22.00.00,API 200E,11,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 22.00.00,26/03/2020 23.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,26/03/2020 23.00.00,27/03/2020,API 200E,9,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020,27/03/2020 1.00.00,API 200E,5,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 1.00.00,27/03/2020 2.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 2.00.00,27/03/2020 3.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 3.00.00,27/03/2020 4.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 4.00.00,27/03/2020 5.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 5.00.00,27/03/2020 6.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 6.00.00,27/03/2020 7.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 7.00.00,27/03/2020 8.00.00,API 200E,14,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 8.00.00,27/03/2020 9.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 9.00.00,27/03/2020 10.00.00,API 200E,10,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 10.00.00,27/03/2020 11.00.00,API 200E,12,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 11.00.00,27/03/2020 12.00.00,API 200E,13,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 12.00.00,27/03/2020 13.00.00,API 200E,10,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 13.00.00,27/03/2020 14.00.00,API 200E,8,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 14.00.00,27/03/2020 15.00.00,API 200E,7,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 15.00.00,27/03/2020 16.00.00,API 200E,6,ug/m3,,,1,1
SAN FRANCESCO,27/03/2020 16.00.00,27/03/2020 17.00.00,API 200E,6,ug/m3,,,1,1
